Price,Close,High,Low,Open,Volume
Ticker,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD
Date,,,,,
2020-04-30,0.047846000641584396,0.05425700172781944,0.047564998269081116,0.05171699821949005,242494651
2020-05-31,0.07435200363397598,0.08602900058031082,0.07259699702262878,0.07690499722957611,848945702
2020-06-30,0.08311600238084793,0.08497899770736694,0.08202599734067917,0.0838479995727539,208687716
2020-07-31,0.13879799842834473,0.1409900039434433,0.13654200732707977,0.14067299664020538,230659122
2020-08-31,0.12268800288438797,0.12640799582004547,0.11361700296401978,0.11749300360679626,453559242
2020-09-30,0.10106199979782104,0.10137999802827835,0.0971129983663559,0.10102000087499619,615414657
2020-10-31,0.09305600076913834,0.09527000039815903,0.09220799803733826,0.0933689996600151,662592019
2020-11-30,0.1713079959154129,0.17276500165462494,0.16060000658035278,0.16662999987602234,2151589402
2020-12-31,0.18139700591564178,0.18574899435043335,0.17659400403499603,0.18403400480747223,1132268397
2021-01-31,0.344897985458374,0.3754050135612488,0.3389520049095154,0.3626079857349396,2455679992
2021-02-28,1.3080589771270752,1.3611140251159668,1.166092038154602,1.32361900806427,15732556180
2021-03-31,1.1932640075683594,1.2136750221252441,1.1677199602127075,1.2136750221252441,3190463749
2021-04-30,1.3524490594863892,1.3690409660339355,1.287837028503418,1.3061959743499756,2691072833
2021-05-31,1.742777943611145,1.7506200075149536,1.5272090435028076,1.5756440162658691,4491096277
2021-06-30,1.383471965789795,1.398116946220398,1.2870630025863647,1.3729679584503174,2591116345
2021-07-31,1.3223450183868408,1.3324029445648193,1.2888599634170532,1.309885025024414,1312376664
2021-08-31,2.772475004196167,2.877877950668335,2.7064731121063232,2.7376410961151123,5085983512
2021-09-30,2.1144518852233887,2.1340770721435547,2.0534539222717285,2.066589117050171,2621620164
2021-10-31,1.9650260210037231,2.0222361087799072,1.9230539798736572,1.955862045288086,2446176744
2021-11-30,1.5549030303955078,1.6284029483795166,1.5498429536819458,1.6021020412445068,1814169292
2021-12-31,1.310209035873413,1.3792020082473755,1.2873649597167969,1.3604700565338135,1271633462
2022-01-31,1.0523029565811157,1.0576039552688599,1.012045979499817,1.0376149415969849,925666321
2022-02-28,0.9598280191421509,0.9676129817962646,0.8450400233268738,0.8578699827194214,1779202386
2022-03-31,1.1418509483337402,1.2263200283050537,1.1371619701385498,1.1902990341186523,1745903089
2022-04-30,0.756659984588623,0.8170480132102966,0.7423589825630188,0.8050559759140015,868001173
2022-05-31,0.6252539753913879,0.6823130249977112,0.5696359872817993,0.5699999928474426,3269050143
2022-06-30,0.4588490128517151,0.46673598885536194,0.43618500232696533,0.46560201048851013,903962268
2022-07-31,0.5170199871063232,0.5425360202789307,0.5149509906768799,0.5255929827690125,875157898
2022-08-31,0.4466649889945984,0.4627789855003357,0.44605499505996704,0.4522629976272583,521553602
2022-09-30,0.43441399931907654,0.4405440092086792,0.43024900555610657,0.4381830096244812,562475136
2022-10-31,0.4063360095024109,0.4151740074157715,0.39871299266815186,0.40602999925613403,569992895
2022-11-30,0.3188830018043518,0.32062798738479614,0.3090580105781555,0.3093850016593933,272587134
2022-12-31,0.2464659959077835,0.2516860067844391,0.2444310039281845,0.24557699263095856,144122815
2023-01-31,0.3909260034561157,0.3965669870376587,0.3694239854812622,0.37254598736763,466045236
2023-02-28,0.3524540066719055,0.3676069974899292,0.3496910035610199,0.364886999130249,240196843
2023-03-31,0.39892300963401794,0.40793800354003906,0.37508100271224976,0.37649598717689514,637648499
2023-04-30,0.39735400676727295,0.4145829975605011,0.39634600281715393,0.4027790129184723,227002470
2023-05-31,0.3744029998779297,0.3803589940071106,0.37100300192832947,0.377936989068985,193309518
2023-06-30,0.2869560122489929,0.2983100116252899,0.2726539969444275,0.275505006313324,517537042
2023-07-31,0.30748799443244934,0.3177199959754944,0.306894987821579,0.3155820071697235,193109898
2023-08-31,0.2553730010986328,0.26616400480270386,0.2525239884853363,0.26567599177360535,203402067
2023-09-30,0.2540470063686371,0.2546730041503906,0.24932199716567993,0.24953900277614594,108039965
2023-10-31,0.2931070029735565,0.30461400747299194,0.2878290116786957,0.30277401208877563,303875077
2023-11-30,0.3758949935436249,0.38257598876953125,0.3727020025253296,0.3818030059337616,267025029
2023-12-31,0.5942050218582153,0.6092150211334229,0.588333010673523,0.6018980145454407,413744730
2024-01-31,0.49825599789619446,0.5192189812660217,0.495400995016098,0.5140950083732605,469078638
2024-02-29,0.655646026134491,0.7052800059318542,0.6257200241088867,0.6308599710464478,1639531217
2024-03-31,0.650426983833313,0.6530830264091492,0.6432440280914307,0.6443639993667603,321124603
2024-04-30,0.44081199169158936,0.46238499879837036,0.4277440011501312,0.4573630094528198,409016669
2024-05-31,0.44746100902557373,0.4549570083618164,0.44446098804473877,0.44658100605010986,290913148
2024-06-30,0.392192006111145,0.3932330012321472,0.3791939914226532,0.3839679956436157,194815973
2024-07-31,0.38877299427986145,0.4074009954929352,0.3879599869251251,0.4016770124435425,282132846
2024-08-31,0.3453519940376282,0.35011500120162964,0.3450370132923126,0.34715399146080017,120909139
2024-09-30,0.3732140064239502,0.3976210057735443,0.37182900309562683,0.397599995136261,278179362
2024-10-31,0.34184500575065613,0.36055201292037964,0.3410939872264862,0.3552649915218353,280824333
